Player_Id,Player_Name,DOB,Batting_Hand,Bowling_Skill,Country
389,M de Lange,10/13/1990,Right_Hand,Right-arm fast,South Africa
390,R Tewatia,5/20/1993,Left_Hand,Legbreak,India
391,JO Holder,11/5/1991,Right_Hand,Right-arm medium-fast,West Indies
392,Karanveer Singh,11/8/1987,Right_Hand,Legbreak googly,India
393,SS Iyer,12/6/1994,Right_Hand,Legbreak googly,India
394,DJ Hooda,4/19/1995,Right_Hand,Right-arm offbreak,India
395,Anureet Singh,3/2/1988,Right_Hand,Right-arm medium,India
396,KS Williamson,8/8/1990,Right_Hand,Right-arm offbreak,New Zealand
397,SA Abbott,2/29/1992,Right_Hand,Right-arm fast-medium,New Zealand
398,J Suchith,1/16/1994,Left_Hand,Slow left-arm orthodox,India
399,RG More,2/2/1992,Right_Hand,Right-arm medium,India
400,HH Pandya,10/11/1993,Right_Hand,Right-arm medium-fast,India
401,D Wiese,5/18/1985,Right_Hand,Right-arm medium-fast,South Africa
402,SN Khan,10/27/1997,Right_Hand,Legbreak,India
403,MJ McClenaghan,6/11/1986,Left_Hand,Left-arm fast-medium,New Zealand
404,DJ Muthuswami,3/9/1981,Right_Hand,Right-arm medium,India
405,PJ Cummins,5/8/1993,Right_Hand,Right-arm fast,Australia
406,SN Thakur,10/16/1991,Right_Hand,Right-arm medium,India
407,JC Buttler,9/8/1990,Right_Hand,NULL,England
408,CR Brathwaite,7/18/1988,Right_Hand,Right-arm fast-medium,West Indies
409,MP Stoinis,8/16/1989,Right_Hand,Right-arm medium,Australia
410,Ishan Kishan,7/18/1998,Left_Hand,NULL,India
411,C Munro,3/11/1987,Left_Hand,Right-arm medium-fast,New Zealand
412,P Sahu,8/21/1985,Right_Hand,Legbreak googly,India
413,KH Pandya,3/24/1991,Left_Hand,Slow left-arm orthodox,India
414,AD Nath,5/10/1993,Right_Hand,Right-arm medium-fast,India
415,MJ Guptill,9/30/1986,Right_Hand,Right-arm offbreak,New Zealand
416,KJ Abbott,6/18/1987,Right_Hand,Right-arm fast-medium,South Africa
417,TM Head,12/29/1993,Left_Hand,Right-arm offbreak,Australia
418,M Ashwin,9/8/1990,Right_Hand,Legbreak googly,India
419,NS Naik,11/9/1994,Right_Hand,NULL,India
420,RR Pant,10/4/1997,Left_Hand,NULL,India
421,SW Billings,6/15/1991,Right_Hand,NULL,England
422,KC Cariappa,4/13/1994,Right_Hand,Legbreak,India
423,PSP Handscomb,4/26/1991,Right_Hand,NULL,Australia
424,Swapnil Singh,1/22/1991,Right_Hand,Slow left-arm orthodox,India
425,J Yadav,1/22/1990,Right_Hand,Right-arm offbreak,India
426,UT Khawaja,12/18/1986,Left_Hand,Right-arm medium,Australia
427,HM Amla,3/31/1983,Right_Hand,Right-arm offbreak,South Africa
428,F Behardien,10/9/1983,Right_Hand,Right-arm fast-medium,South Africa
429,BB Sran,12/10/1992,Left_Hand,Left-arm medium,India
430,A Zampa,3/31/1992,Right_Hand,Legbreak googly,Australia
431,N Rana,12/27/1993,Left_Hand,Right-arm offbreak,India
432,S Kaushik,9/7/1995,Right_Hand,Slow left-arm chinaman,India
433,ER Dwivedi,7/22/1988,Right_Hand,NULL,India
434,CJ Jordan,10/4/1988,Right_Hand,Right-arm fast-medium,England
435,P Amarnath,6/1/1982,Right_Hand,Right-arm medium,India
436,B Geeves,6/13/1982,Right_Hand,Right-arm fast-medium,Australia
437,Gagandeep Singh,10/3/1981,Right_Hand,Right-arm medium-fast,India
438,A Nel,7/15/1977,Right_Hand,Right-arm fast-medium,South Africa
439,AM Salvi,10/20/1981,Right_Hand,Right-arm medium,India
440,RR Bose,2/27/1979,Right_Hand,Right-arm fast-medium,India
441,SS Sarkar,12/15/1984,Right_Hand,Right-arm medium,India
442,RA Shaikh,6/12/1985,Left_Hand,Left-arm medium,India
443,C Ganapathy,6/10/1981,Right_Hand,Right-arm medium,India
444,MB Parmar,4/12/1988,Right_Hand,Right-arm offbreak,India
445,AA Kazi,9/29/1989,Left_Hand,Slow left-arm orthodox,India
446,Anand Rajan,4/17/1987,Right_Hand,Right-arm medium,India
447,P Prasanth,5/22/1985,Left_Hand,Slow left-arm orthodox,India
448,SS Mundhe,10/27/1988,Right_Hand,Right-arm medium,India
449,RW Price,6/12/1976,Right_Hand,Slow left-arm orthodox,Zimbabwea
450,TP Sudhindra,4/24/1984,Left_Hand,Right-arm fast,India
451,BW Hilfenhaus,3/15/1983,Right_Hand,Right-arm fast-medium,Australia
452,S Badree,3/9/1981,Right_Hand,Legbreak,West Indies
453,P Suyal,10/15/1989,Right_Hand,Left-arm medium,India
454,MG Neser,3/29/1990,Right_Hand,Right-arm medium,Australia
455,V Shankar,1/26/1991,Right_Hand,Right-arm medium,India
456,K Santokie,12/20/1984,Left_Hand,Left-arm medium,West Indies
457,JW Hastings,11/4/1985,Right_Hand,Right-arm fast-medium,Australia
458,TA Boult,7/22/1989,Right_Hand,Left-arm fast-medium,New Zealand
459,GS Sandhu,6/14/1993,Left_Hand,Right-arm fast-medium,Australia
460,Mustafizur Rahman,9/6/1995,Left_Hand,Left-arm fast-medium,Bangladesh
461,AF Milne,4/13/1992,Right_Hand,Right-arm fast,New Zealand
462,Kuldeep Yadav,12/14/1994,Left_Hand,Slow left-arm chinaman,India
463,T Shamsi,2/18/1990,Right_Hand,Slow left-arm chinaman,South Africa
464,SM Boland,4/11/1989,Right_Hand,Right-arm fast-medium,Australia
465,DL Chahar,8/7/1992,Right_Hand,Right-arm medium,India
466,P Dharmani,9/27/1974,Right_Hand,NULL,India
467,RV Pawar,9/6/1979,Left_Hand,Slow left-arm orthodox,India
468,KH Devdhar,12/14/1989,Right_Hand,NULL,India
469,T Mishra,12/22/1986,Right_Hand,Right-arm fast-medium,India
